Wins,Losses,total_games,W/total_games,Wins_per_surface,Losses_per_surface,total_games_per_surface,W/total_games_per_surface,player_name,winner,loser,tourney name
10,1,11,90.9090909090909,1,0,1,100.0,Rafael Nadal,Rafael Nadal,Jordan Thompson,Paris Masters
7,6,13,53.84615384615385,6,4,10,60.0,Jordan Thompson,Rafael Nadal,Jordan Thompson,Paris Masters
15,5,20,75.0,14,4,18,77.77777777777777,Milos Raonic,Milos Raonic,Ugo Humbert,Paris Masters
14,6,20,70.0,10,3,13,76.92307692307692,Ugo Humbert,Milos Raonic,Ugo Humbert,Paris Masters
12,6,18,66.66666666666667,12,4,16,75.0,Daniil Medvedev,Daniil Medvedev,Diego Schwartzman,Paris Masters
16,6,22,72.72727272727273,6,3,9,66.66666666666667,Diego Schwartzman,Daniil Medvedev,Diego Schwartzman,Paris Masters
19,3,22,86.36363636363636,16,2,18,88.88888888888889,Alexander Zverev,Alexander Zverev,Stan Wawrinka,Paris Masters
7,4,11,63.63636363636363,5,2,7,71.42857142857143,Stan Wawrinka,Alexander Zverev,Stan Wawrinka,Paris Masters
11,1,12,91.66666666666667,2,0,2,100.0,Rafael Nadal,Rafael Nadal,Pablo Carreno Busta,Paris Masters
14,6,20,70.0,10,4,14,71.42857142857143,Pablo Carreno Busta,Rafael Nadal,Pablo Carreno Busta,Paris Masters
13,6,19,68.42105263157895,13,4,17,76.47058823529412,Daniil Medvedev,Daniil Medvedev,Milos Raonic,Paris Masters
16,5,21,76.19047619047619,15,4,19,78.94736842105263,Milos Raonic,Daniil Medvedev,Milos Raonic,Paris Masters
20,3,23,86.95652173913044,17,2,19,89.47368421052632,Alexander Zverev,Alexander Zverev,Rafael Nadal,Paris Masters
12,1,13,92.3076923076923,3,0,3,100.0,Rafael Nadal,Alexander Zverev,Rafael Nadal,Paris Masters
14,6,20,70.0,14,4,18,77.77777777777777,Daniil Medvedev,Daniil Medvedev,Alexander Zverev,Paris Masters
21,3,24,87.5,18,2,20,90.0,Alexander Zverev,Daniil Medvedev,Alexander Zverev,Paris Masters
3,7,10,30.0,2,4,6,33.333333333333336,Salvatore Caruso,Salvatore Caruso,Dimitar Kuzmanov,Sofia
0,0,0,,0,0,0,,Dimitar Kuzmanov,Salvatore Caruso,Dimitar Kuzmanov,Sofia
3,6,9,33.333333333333336,3,5,8,37.5,Richard Gasquet,Richard Gasquet,Roberto Carballes Baena,Sofia
4,3,7,57.142857142857146,1,1,2,50.0,Roberto Carballes Baena,Richard Gasquet,Roberto Carballes Baena,Sofia
0,0,0,,0,0,0,,Jonas Forejtek,Jonas Forejtek,Marin Cilic,Sofia
7,7,14,50.0,5,5,10,50.0,Marin Cilic,Jonas Forejtek,Marin Cilic,Sofia
4,4,8,50.0,4,3,7,57.142857142857146,Vasek Pospisil,Vasek Pospisil,Illya Marchenko,Sofia
0,0,0,,0,0,0,,Illya Marchenko,Vasek Pospisil,Illya Marchenko,Sofia
4,6,10,40.0,4,4,8,50.0,Gilles Simon,Gilles Simon,Andrej Martin,Sofia
1,3,4,25.0,0,1,1,0.0,Andrej Martin,Gilles Simon,Andrej Martin,Sofia
8,8,16,50.0,7,5,12,58.333333333333336,John Millman,John Millman,Adrian Andreev,Sofia
0,0,0,,0,0,0,,Adrian Andreev,John Millman,Adrian Andreev,Sofia
3,1,4,75.0,0,0,0,,Marc Andrea Huesler,Marc Andrea Huesler,Nikoloz Basilashvili,Sofia
0,7,7,0.0,0,3,3,0.0,Nikoloz Basilashvili,Marc Andrea Huesler,Nikoloz Basilashvili,Sofia
11,6,17,64.70588235294117,4,3,7,57.142857142857146,Jannik Sinner,Jannik Sinner,Marton Fucsovics,Sofia
7,5,12,58.333333333333336,4,4,8,50.0,Marton Fucsovics,Jannik Sinner,Marton Fucsovics,Sofia
1,2,3,33.333333333333336,1,2,3,33.333333333333336,Aslan Karatsev,Aslan Karatsev,Taro Daniel,Sofia
0,1,1,0.0,0,1,1,0.0,Taro Daniel,Aslan Karatsev,Taro Daniel,Sofia
9,9,18,50.0,9,6,15,60.0,Adrian Mannarino,Adrian Mannarino,Martin Klizan,Sofia
0,0,0,,0,0,0,,Martin Klizan,Adrian Mannarino,Martin Klizan,Sofia
4,5,9,44.44444444444444,4,4,8,50.0,Egor Gerasimov,Egor Gerasimov,Viktor Troicki,Sofia
0,1,1,0.0,0,1,1,0.0,Viktor Troicki,Egor Gerasimov,Viktor Troicki,Sofia
5,6,11,45.45454545454545,4,4,8,50.0,Radu Albot,Radu Albot,Yuichi Sugita,Sofia
1,3,4,25.0,1,2,3,33.333333333333336,Yuichi Sugita,Radu Albot,Yuichi Sugita,Sofia
4,7,11,36.36363636363637,3,4,7,42.857142857142854,Salvatore Caruso,Salvatore Caruso,Felix Auger Aliassime,Sofia
10,9,19,52.63157894736842,9,6,15,60.0,Felix Auger Aliassime,Salvatore Caruso,Felix Auger Aliassime,Sofia
4,6,10,40.0,4,5,9,44.44444444444444,Richard Gasquet,Richard Gasquet,Jonas Forejtek,Sofia
1,0,1,100.0,1,0,1,100.0,Jonas Forejtek,Richard Gasquet,Jonas Forejtek,Sofia
5,4,9,55.55555555555556,5,3,8,62.5,Vasek Pospisil,Vasek Pospisil,Jan Lennard Struff,Sofia
8,9,17,47.05882352941177,7,6,13,53.84615384615385,Jan Lennard Struff,Vasek Pospisil,Jan Lennard Struff,Sofia
9,8,17,52.94117647058823,8,5,13,61.53846153846154,John Millman,John Millman,Gilles Simon,Sofia
5,6,11,45.45454545454545,5,4,9,55.55555555555556,Gilles Simon,John Millman,Gilles Simon,Sofia
12,6,18,66.66666666666667,5,3,8,62.5,Jannik Sinner,Jannik Sinner,Marc Andrea Huesler,Sofia
4,1,5,80.0,1,0,1,100.0,Marc Andrea Huesler,Jannik Sinner,Marc Andrea Huesler,Sofia
10,6,16,62.5,10,4,14,71.42857142857143,Alex De Minaur,Alex De Minaur,Aslan Karatsev,Sofia
2,2,4,50.0,2,2,4,50.0,Aslan Karatsev,Alex De Minaur,Aslan Karatsev,Sofia
10,9,19,52.63157894736842,10,6,16,62.5,Adrian Mannarino,Adrian Mannarino,Egor Gerasimov,Sofia
5,5,10,50.0,5,4,9,55.55555555555556,Egor Gerasimov,Adrian Mannarino,Egor Gerasimov,Sofia
6,6,12,50.0,5,4,9,55.55555555555556,Radu Albot,Radu Albot,Denis Shapovalov,Sofia
13,7,20,65.0,8,5,13,61.53846153846154,Denis Shapovalov,Radu Albot,Denis Shapovalov,Sofia
5,6,11,45.45454545454545,5,5,10,50.0,Richard Gasquet,Richard Gasquet,Salvatore Caruso,Sofia
5,7,12,41.666666666666664,4,4,8,50.0,Salvatore Caruso,Richard Gasquet,Salvatore Caruso,Sofia
6,4,10,60.0,6,3,9,66.66666666666667,Vasek Pospisil,Vasek Pospisil,John Millman,Sofia
10,8,18,55.55555555555556,9,5,14,64.28571428571429,John Millman,Vasek Pospisil,John Millman,Sofia
13,6,19,68.42105263157895,6,3,9,66.66666666666667,Jannik Sinner,Jannik Sinner,Alex De Minaur,Sofia
11,6,17,64.70588235294117,11,4,15,73.33333333333333,Alex De Minaur,Jannik Sinner,Alex De Minaur,Sofia
11,9,20,55.0,11,6,17,64.70588235294117,Adrian Mannarino,Adrian Mannarino,Radu Albot,Sofia
7,6,13,53.84615384615385,6,4,10,60.0,Radu Albot,Adrian Mannarino,Radu Albot,Sofia
7,4,11,63.63636363636363,7,3,10,70.0,Vasek Pospisil,Vasek Pospisil,Richard Gasquet,Sofia
6,6,12,50.0,6,5,11,54.54545454545455,Richard Gasquet,Vasek Pospisil,Richard Gasquet,Sofia
14,6,20,70.0,7,3,10,70.0,Jannik Sinner,Jannik Sinner,Adrian Mannarino,Sofia
12,9,21,57.142857142857146,12,6,18,66.66666666666667,Adrian Mannarino,Jannik Sinner,Adrian Mannarino,Sofia
15,6,21,71.42857142857143,8,3,11,72.72727272727273,Jannik Sinner,Jannik Sinner,Vasek Pospisil,Sofia
8,4,12,66.66666666666667,8,3,11,72.72727272727273,Vasek Pospisil,Jannik Sinner,Vasek Pospisil,Sofia
15,7,22,68.18181818181819,6,4,10,60.0,Stefanos Tsitsipas,Stefanos Tsitsipas,Andrey Rublev,Tour Finals
25,5,30,83.33333333333333,15,3,18,83.33333333333333,Andrey Rublev,Stefanos Tsitsipas,Andrey Rublev,Tour Finals
25,6,31,80.64516129032258,15,4,19,78.94736842105263,Andrey Rublev,Andrey Rublev,Dominic Thiem,Tour Finals
13,3,16,81.25,9,2,11,81.81818181818181,Dominic Thiem,Andrey Rublev,Dominic Thiem,Tour Finals
13,4,17,76.47058823529412,9,3,12,75.0,Dominic Thiem,Dominic Thiem,Stefanos Tsitsipas,Tour Finals
16,7,23,69.56521739130434,7,4,11,63.63636363636363,Stefanos Tsitsipas,Dominic Thiem,Stefanos Tsitsipas,Tour Finals
12,2,14,85.71428571428571,3,1,4,75.0,Rafael Nadal,Rafael Nadal,Andrey Rublev,Tour Finals
26,6,32,81.25,16,4,20,80.0,Andrey Rublev,Rafael Nadal,Andrey Rublev,Tour Finals
13,2,15,86.66666666666667,4,1,5,80.0,Rafael Nadal,Rafael Nadal,Stefanos Tsitsipas,Tour Finals
16,8,24,66.66666666666667,7,5,12,58.333333333333336,Stefanos Tsitsipas,Rafael Nadal,Stefanos Tsitsipas,Tour Finals
14,4,18,77.77777777777777,10,3,13,76.92307692307692,Dominic Thiem,Dominic Thiem,Rafael Nadal,Tour Finals
14,2,16,87.5,5,1,6,83.33333333333333,Rafael Nadal,Dominic Thiem,Rafael Nadal,Tour Finals
21,4,25,84.0,18,3,21,85.71428571428571,Alexander Zverev,Alexander Zverev,Diego Schwartzman,Tour Finals
16,7,23,69.56521739130434,6,4,10,60.0,Diego Schwartzman,Alexander Zverev,Diego Schwartzman,Tour Finals
15,6,21,71.42857142857143,15,4,19,78.94736842105263,Daniil Medvedev,Daniil Medvedev,Diego Schwartzman,Tour Finals
16,8,24,66.66666666666667,6,5,11,54.54545454545455,Diego Schwartzman,Daniil Medvedev,Diego Schwartzman,Tour Finals
16,6,22,72.72727272727273,16,4,20,80.0,Daniil Medvedev,Daniil Medvedev,Alexander Zverev,Tour Finals
22,4,26,84.61538461538461,19,3,22,86.36363636363636,Alexander Zverev,Daniil Medvedev,Alexander Zverev,Tour Finals
21,3,24,87.5,10,2,12,83.33333333333333,Novak Djokovic,Novak Djokovic,Diego Schwartzman,Tour Finals
16,9,25,64.0,6,6,12,50.0,Diego Schwartzman,Novak Djokovic,Diego Schwartzman,Tour Finals
22,3,25,88.0,11,2,13,84.61538461538461,Novak Djokovic,Novak Djokovic,Alexander Zverev,Tour Finals
22,5,27,81.48148148148148,19,4,23,82.6086956521739,Alexander Zverev,Novak Djokovic,Alexander Zverev,Tour Finals
17,6,23,73.91304347826087,17,4,21,80.95238095238095,Daniil Medvedev,Daniil Medvedev,Novak Djokovic,Tour Finals
23,3,26,88.46153846153847,12,2,14,85.71428571428571,Novak Djokovic,Daniil Medvedev,Novak Djokovic,Tour Finals
15,4,19,78.94736842105263,11,3,14,78.57142857142857,Dominic Thiem,Dominic Thiem,Novak Djokovic,Tour Finals
23,4,27,85.18518518518519,12,3,15,80.0,Novak Djokovic,Dominic Thiem,Novak Djokovic,Tour Finals
18,6,24,75.0,18,4,22,81.81818181818181,Daniil Medvedev,Daniil Medvedev,Rafael Nadal,Tour Finals
14,3,17,82.3529411764706,5,2,7,71.42857142857143,Rafael Nadal,Daniil Medvedev,Rafael Nadal,Tour Finals
19,6,25,76.0,19,4,23,82.6086956521739,Daniil Medvedev,Daniil Medvedev,Dominic Thiem,Tour Finals
16,4,20,80.0,12,3,15,80.0,Dominic Thiem,Daniil Medvedev,Dominic Thiem,Tour Finals
2,1,3,66.66666666666667,0,0,0,,Thiago Monteiro,Thiago Monteiro,Thomaz Bellucci,Delray Beach
0,0,0,,0,0,0,,Thomaz Bellucci,Thiago Monteiro,Thomaz Bellucci,Delray Beach
3,1,4,75.0,0,0,0,,Sebastian Korda,Sebastian Korda,Soon Woo Kwon,Delray Beach
0,1,1,0.0,0,0,0,,Soon Woo Kwon,Sebastian Korda,Soon Woo Kwon,Delray Beach
6,6,12,50.0,3,3,6,50.0,Tommy Paul,Tommy Paul,Ji Sung Nam,Delray Beach
0,0,0,,0,0,0,,Ji Sung Nam,Tommy Paul,Ji Sung Nam,Delray Beach
3,4,7,42.857142857142854,3,3,6,50.0,Cameron Norrie,Cameron Norrie,Jc Aragone,Delray Beach
0,0,0,,0,0,0,,Jc Aragone,Cameron Norrie,Jc Aragone,Delray Beach
0,0,0,,0,0,0,,Bjorn Fratangelo,Bjorn Fratangelo,Kevin King,Delray Beach
0,0,0,,0,0,0,,Kevin King,Bjorn Fratangelo,Kevin King,Delray Beach
4,4,8,50.0,4,2,6,66.66666666666667,Frances Tiafoe,Frances Tiafoe,Donald Young,Delray Beach
0,0,0,,0,0,0,,Donald Young,Frances Tiafoe,Donald Young,Delray Beach
0,0,0,,0,0,0,,Ivo Karlovic,Ivo Karlovic,Pablo Andujar,Delray Beach
2,4,6,33.333333333333336,1,2,3,33.333333333333336,Pablo Andujar,Ivo Karlovic,Pablo Andujar,Delray Beach
0,0,0,,0,0,0,,Roberto Quiroz,Roberto Quiroz,Noah Rubin,Delray Beach
0,0,0,,0,0,0,,Noah Rubin,Roberto Quiroz,Noah Rubin,Delray Beach
2,1,3,66.66666666666667,0,0,0,,Daniel Elahi Galan,Daniel Elahi Galan,Andrej Martin,Delray Beach
1,3,4,25.0,0,1,1,0.0,Andrej Martin,Daniel Elahi Galan,Andrej Martin,Delray Beach
0,2,2,0.0,0,0,0,,Sam Querrey,Sam Querrey,Mackenzie McDonald,Delray Beach
3,3,6,50.0,2,2,4,50.0,Mackenzie McDonald,Sam Querrey,Mackenzie McDonald,Delray Beach
0,3,3,0.0,0,0,0,,Gianluca Mager,Gianluca Mager,Ryan Harrison,Delray Beach
0,0,0,,0,0,0,,Ryan Harrison,Gianluca Mager,Ryan Harrison,Delray Beach
0,0,0,,0,0,0,,Christian Harrison,Christian Harrison,Tomas Martin Etcheverry,Delray Beach
0,0,0,,0,0,0,,Tomas Martin Etcheverry,Christian Harrison,Tomas Martin Etcheverry,Delray Beach
1,1,2,50.0,0,0,0,,John Isner,John Isner,Thiago Monteiro,Delray Beach
3,1,4,75.0,1,0,1,100.0,Thiago Monteiro,John Isner,Thiago Monteiro,Delray Beach
4,1,5,80.0,1,0,1,100.0,Sebastian Korda,Sebastian Korda,Tommy Paul,Delray Beach
7,6,13,53.84615384615385,4,3,7,57.142857142857146,Tommy Paul,Sebastian Korda,Tommy Paul,Delray Beach
4,4,8,50.0,4,3,7,57.142857142857146,Cameron Norrie,Cameron Norrie,Adrian Mannarino,Delray Beach
10,8,18,55.55555555555556,10,5,15,66.66666666666667,Adrian Mannarino,Cameron Norrie,Adrian Mannarino,Delray Beach
5,4,9,55.55555555555556,5,2,7,71.42857142857143,Frances Tiafoe,Frances Tiafoe,Bjorn Fratangelo,Delray Beach
1,0,1,100.0,1,0,1,100.0,Bjorn Fratangelo,Frances Tiafoe,Bjorn Fratangelo,Delray Beach
1,0,1,100.0,1,0,1,100.0,Roberto Quiroz,Roberto Quiroz,Ivo Karlovic,Delray Beach
1,0,1,100.0,1,0,1,100.0,Ivo Karlovic,Roberto Quiroz,Ivo Karlovic,Delray Beach
6,6,12,50.0,3,3,6,50.0,Hubert Hurkacz,Hubert Hurkacz,Daniel Elahi Galan,Delray Beach
3,1,4,75.0,1,0,1,100.0,Daniel Elahi Galan,Hubert Hurkacz,Daniel Elahi Galan,Delray Beach
1,3,4,25.0,1,0,1,100.0,Gianluca Mager,Gianluca Mager,Sam Querrey,Delray Beach
1,2,3,33.333333333333336,1,0,1,100.0,Sam Querrey,Gianluca Mager,Sam Querrey,Delray Beach
1,0,1,100.0,1,0,1,100.0,Christian Harrison,Christian Harrison,Christian Garin,Delray Beach
6,4,10,60.0,1,1,2,50.0,Christian Garin,Christian Harrison,Christian Garin,Delray Beach
5,1,6,83.33333333333333,2,0,2,100.0,Sebastian Korda,Sebastian Korda,John Isner,Delray Beach
2,1,3,66.66666666666667,1,0,1,100.0,John Isner,Sebastian Korda,John Isner,Delray Beach
5,4,9,55.55555555555556,5,3,8,62.5,Cameron Norrie,Cameron Norrie,Frances Tiafoe,Delray Beach
6,4,10,60.0,6,2,8,75.0,Frances Tiafoe,Cameron Norrie,Frances Tiafoe,Delray Beach
7,6,13,53.84615384615385,4,3,7,57.142857142857146,Hubert Hurkacz,Hubert Hurkacz,Roberto Quiroz,Delray Beach
2,0,2,100.0,2,0,2,100.0,Roberto Quiroz,Hubert Hurkacz,Roberto Quiroz,Delray Beach
2,0,2,100.0,2,0,2,100.0,Christian Harrison,Christian Harrison,Gianluca Mager,Delray Beach
2,3,5,40.0,2,0,2,100.0,Gianluca Mager,Christian Harrison,Gianluca Mager,Delray Beach
6,1,7,85.71428571428571,3,0,3,100.0,Sebastian Korda,Sebastian Korda,Cameron Norrie,Delray Beach
6,4,10,60.0,6,3,9,66.66666666666667,Cameron Norrie,Sebastian Korda,Cameron Norrie,Delray Beach
8,6,14,57.142857142857146,5,3,8,62.5,Hubert Hurkacz,Hubert Hurkacz,Christian Harrison,Delray Beach
3,0,3,100.0,3,0,3,100.0,Christian Harrison,Hubert Hurkacz,Christian Harrison,Delray Beach
9,6,15,60.0,6,3,9,66.66666666666667,Hubert Hurkacz,Hubert Hurkacz,Sebastian Korda,Delray Beach
7,1,8,87.5,4,0,4,100.0,Sebastian Korda,Hubert Hurkacz,Sebastian Korda,Delray Beach
0,4,4,0.0,0,2,2,0.0,David Goffin,David Goffin,Pierre Hugues Herbert,Antalya
3,5,8,37.5,2,3,5,40.0,Pierre Hugues Herbert,David Goffin,Pierre Hugues Herbert,Antalya
0,0,0,,0,0,0,,Nicola Kuhn,Nicola Kuhn,Matthias Bachinger,Antalya
0,0,0,,0,0,0,,Matthias Bachinger,Nicola Kuhn,Matthias Bachinger,Antalya
3,5,8,37.5,3,3,6,50.0,Emil Ruusuvuori,Emil Ruusuvuori,Jiri Vesely,Antalya
5,4,9,55.55555555555556,1,1,2,50.0,Jiri Vesely,Emil Ruusuvuori,Jiri Vesely,Antalya
4,5,9,44.44444444444444,0,2,2,0.0,Stefano Travaglia,Stefano Travaglia,Miomir Kecmanovic,Antalya
8,6,14,57.142857142857146,3,4,7,42.857142857142854,Miomir Kecmanovic,Stefano Travaglia,Miomir Kecmanovic,Antalya
7,5,12,58.333333333333336,7,3,10,70.0,Alex De Minaur,Alex De Minaur,Malek Jaziri,Antalya
0,0,0,,0,0,0,,Malek Jaziri,Alex De Minaur,Malek Jaziri,Antalya
0,1,1,0.0,0,1,1,0.0,Adrian Andreev,Adrian Andreev,Marsel Ilhan,Antalya
0,0,0,,0,0,0,,Marsel Ilhan,Adrian Andreev,Marsel Ilhan,Antalya
0,0,0,,0,0,0,,Altug Celikbilek,Altug Celikbilek,Kacper Zuk,Antalya
0,0,0,,0,0,0,,Kacper Zuk,Altug Celikbilek,Kacper Zuk,Antalya
0,6,6,0.0,0,2,2,0.0,Nikoloz Basilashvili,Nikoloz Basilashvili,Andrea Arnaboldi,Antalya
0,0,0,,0,0,0,,Andrea Arnaboldi,Nikoloz Basilashvili,Andrea Arnaboldi,Antalya
3,8,11,27.272727272727273,2,5,7,28.571428571428573,Jan Lennard Struff,Jan Lennard Struff,Pavel Kotov,Antalya
0,1,1,0.0,0,1,1,0.0,Pavel Kotov,Jan Lennard Struff,Pavel Kotov,Antalya
0,0,0,,0,0,0,,Hugo Grenier,Hugo Grenier,Alex Molcan,Antalya
0,0,0,,0,0,0,,Alex Molcan,Hugo Grenier,Alex Molcan,Antalya
0,1,1,0.0,0,0,0,,Jeremy Chardy,Jeremy Chardy,Radu Albot,Antalya
7,6,13,53.84615384615385,6,4,10,60.0,Radu Albot,Jeremy Chardy,Radu Albot,Antalya
1,4,5,20.0,0,0,0,,Fabio Fognini,Fabio Fognini,Michael Vrbensky,Antalya
0,0,0,,0,0,0,,Michael Vrbensky,Fabio Fognini,Michael Vrbensky,Antalya
4,7,11,36.36363636363637,1,3,4,25.0,Alexander Bublik,Alexander Bublik,Salvatore Caruso,Antalya
3,6,9,33.333333333333336,2,3,5,40.0,Salvatore Caruso,Alexander Bublik,Salvatore Caruso,Antalya
0,0,0,,0,0,0,,Tristan Lamasine,Tristan Lamasine,Egor Gerasimov,Antalya
4,5,9,44.44444444444444,4,4,8,50.0,Egor Gerasimov,Tristan Lamasine,Egor Gerasimov,Antalya
0,1,1,0.0,0,1,1,0.0,Dimitar Kuzmanov,Dimitar Kuzmanov,Laslo Djere,Antalya
8,3,11,72.72727272727273,0,1,1,0.0,Laslo Djere,Dimitar Kuzmanov,Laslo Djere,Antalya
4,3,7,57.142857142857146,0,1,1,0.0,Matteo Berrettini,Matteo Berrettini,Ergi Kirkin,Antalya
0,0,0,,0,0,0,,Ergi Kirkin,Matteo Berrettini,Ergi Kirkin,Antalya
1,4,5,20.0,1,2,3,33.333333333333336,David Goffin,David Goffin,Nicola Kuhn,Antalya
1,0,1,100.0,1,0,1,100.0,Nicola Kuhn,David Goffin,Nicola Kuhn,Antalya
5,5,10,50.0,1,2,3,33.333333333333336,Stefano Travaglia,Stefano Travaglia,Emil Ruusuvuori,Antalya
4,5,9,44.44444444444444,4,3,7,57.142857142857146,Emil Ruusuvuori,Stefano Travaglia,Emil Ruusuvuori,Antalya
8,5,13,61.53846153846154,8,3,11,72.72727272727273,Alex De Minaur,Alex De Minaur,Adrian Andreev,Antalya
1,1,2,50.0,1,1,2,50.0,Adrian Andreev,Alex De Minaur,Adrian Andreev,Antalya
1,6,7,14.285714285714286,1,2,3,33.333333333333336,Nikoloz Basilashvili,Nikoloz Basilashvili,Altug Celikbilek,Antalya
1,0,1,100.0,1,0,1,100.0,Altug Celikbilek,Nikoloz Basilashvili,Altug Celikbilek,Antalya
4,8,12,33.333333333333336,3,5,8,37.5,Jan Lennard Struff,Jan Lennard Struff,Hugo Grenier,Antalya
1,0,1,100.0,1,0,1,100.0,Hugo Grenier,Jan Lennard Struff,Hugo Grenier,Antalya
1,1,2,50.0,1,0,1,100.0,Jeremy Chardy,Jeremy Chardy,Fabio Fognini,Antalya
2,4,6,33.333333333333336,1,0,1,100.0,Fabio Fognini,Jeremy Chardy,Fabio Fognini,Antalya
5,7,12,41.666666666666664,2,3,5,40.0,Alexander Bublik,Alexander Bublik,Tristan Lamasine,Antalya
1,0,1,100.0,1,0,1,100.0,Tristan Lamasine,Alexander Bublik,Tristan Lamasine,Antalya
5,3,8,62.5,1,1,2,50.0,Matteo Berrettini,Matteo Berrettini,Dimitar Kuzmanov,Antalya
1,1,2,50.0,1,1,2,50.0,Dimitar Kuzmanov,Matteo Berrettini,Dimitar Kuzmanov,Antalya
2,4,6,33.333333333333336,2,2,4,50.0,David Goffin,David Goffin,Stefano Travaglia,Antalya
6,5,11,54.54545454545455,2,2,4,50.0,Stefano Travaglia,David Goffin,Stefano Travaglia,Antalya
9,5,14,64.28571428571429,9,3,12,75.0,Alex De Minaur,Alex De Minaur,Nikoloz Basilashvili,Antalya
2,6,8,25.0,2,2,4,50.0,Nikoloz Basilashvili,Alex De Minaur,Nikoloz Basilashvili,Antalya
2,1,3,66.66666666666667,2,0,2,100.0,Jeremy Chardy,Jeremy Chardy,Jan Lennard Struff,Antalya
5,8,13,38.46153846153846,4,5,9,44.44444444444444,Jan Lennard Struff,Jeremy Chardy,Jan Lennard Struff,Antalya
6,7,13,46.15384615384615,3,3,6,50.0,Alexander Bublik,Alexander Bublik,Matteo Berrettini,Antalya
6,3,9,66.66666666666667,2,1,3,66.66666666666667,Matteo Berrettini,Alexander Bublik,Matteo Berrettini,Antalya
10,5,15,66.66666666666667,10,3,13,76.92307692307692,Alex De Minaur,Alex De Minaur,David Goffin,Antalya
3,4,7,42.857142857142854,3,2,5,60.0,David Goffin,Alex De Minaur,David Goffin,Antalya
7,7,14,50.0,4,3,7,57.142857142857146,Alexander Bublik,Alexander Bublik,Jeremy Chardy,Antalya
3,1,4,75.0,3,0,3,100.0,Jeremy Chardy,Alexander Bublik,Jeremy Chardy,Antalya
11,5,16,68.75,11,3,14,78.57142857142857,Alex De Minaur,Alex De Minaur,Alexander Bublik,Antalya
8,7,15,53.333333333333336,5,3,8,62.5,Alexander Bublik,Alex De Minaur,Alexander Bublik,Antalya
0,0,0,,0,0,0,,Max Purcell,Max Purcell,Norbert Gombos,Great Ocean Road Open
2,2,4,50.0,2,2,4,50.0,Norbert Gombos,Max Purcell,Norbert Gombos,Great Ocean Road Open
0,0,0,,0,0,0,,Andrew Harris,Andrew Harris,Taro Daniel,Murray River Open
0,1,1,0.0,0,1,1,0.0,Taro Daniel,Andrew Harris,Taro Daniel,Murray River Open
0,0,0,,0,0,0,,Cedrik Marcel Stebe,Cedrik Marcel Stebe,Hugo Dellien,Great Ocean Road Open
0,0,0,,0,0,0,,Hugo Dellien,Cedrik Marcel Stebe,Hugo Dellien,Great Ocean Road Open
0,1,1,0.0,0,1,1,0.0,Alexei Popyrin,Alexei Popyrin,Borna Gojo,Murray River Open
0,0,0,,0,0,0,,Borna Gojo,Alexei Popyrin,Borna Gojo,Murray River Open
4,2,6,66.66666666666667,4,2,6,66.66666666666667,Kevin Anderson,Kevin Anderson,Feliciano Lopez,Great Ocean Road Open
2,3,5,40.0,2,3,5,40.0,Feliciano Lopez,Kevin Anderson,Feliciano Lopez,Great Ocean Road Open
5,5,10,50.0,4,4,8,50.0,Tommy Paul,Tommy Paul,Cameron Norrie,Murray River Open
6,4,10,60.0,6,4,10,60.0,Cameron Norrie,Tommy Paul,Cameron Norrie,Murray River Open
0,1,1,0.0,0,0,0,,Kamil Majchrzak,Kamil Majchrzak,Laslo Djere,Great Ocean Road Open
5,2,7,71.42857142857143,0,2,2,0.0,Laslo Djere,Kamil Majchrzak,Laslo Djere,Great Ocean Road Open
1,3,4,25.0,0,2,2,0.0,Albert Ramos,Albert Ramos,Blake Mott,Murray River Open
0,0,0,,0,0,0,,Blake Mott,Albert Ramos,Blake Mott,Murray River Open
0,0,0,,0,0,0,,Botic van de Zandschulp,Botic van de Zandschulp,Tristan Schoolkate,Great Ocean Road Open
0,0,0,,0,0,0,,Tristan Schoolkate,Botic van de Zandschulp,Tristan Schoolkate,Great Ocean Road Open
2,4,6,33.333333333333336,1,3,4,25.0,Corentin Moutet,Corentin Moutet,Frances Tiafoe,Murray River Open
6,4,10,60.0,6,3,9,66.66666666666667,Frances Tiafoe,Corentin Moutet,Frances Tiafoe,Murray River Open
0,0,0,,0,0,0,,Sergiy Stakhovsky,Sergiy Stakhovsky,Roman Safiullin,Great Ocean Road Open
1,1,2,50.0,1,1,2,50.0,Roman Safiullin,Sergiy Stakhovsky,Roman Safiullin,Great Ocean Road Open
0,3,3,0.0,0,3,3,0.0,James Duckworth,James Duckworth,Tomas Machac,Murray River Open
0,0,0,,0,0,0,,Tomas Machac,James Duckworth,Tomas Machac,Murray River Open
0,0,0,,0,0,0,,Aleksandar Vukic,Aleksandar Vukic,Yen Hsun Lu,Great Ocean Road Open
0,0,0,,0,0,0,,Yen Hsun Lu,Aleksandar Vukic,Yen Hsun Lu,Great Ocean Road Open
1,2,3,33.333333333333336,1,2,3,33.333333333333336,Yuichi Sugita,Yuichi Sugita,Quentin Halys,Murray River Open
0,0,0,,0,0,0,,Quentin Halys,Yuichi Sugita,Quentin Halys,Murray River Open
0,0,0,,0,0,0,,Dane Sweeny,Dane Sweeny,Ji Sung Nam,Great Ocean Road Open
0,1,1,0.0,0,1,1,0.0,Ji Sung Nam,Dane Sweeny,Ji Sung Nam,Great Ocean Road Open
